ISO3,Code,Description,Region,NumberType,IsGeographic
VNM,82,Mobile - Vinaphone,,mobile,false
VNM,83,Mobile - Vinaphone,,mobile,false
VNM,84,Mobile - Vinaphone,,mobile,false
VNM,85,Mobile - Vinaphone,,mobile,false
VNM,86,Mobile - Viettel,,mobile,false
VNM,88,Mobile - Vinaphone,,mobile,false
VNM,89,Mobile - Mobifone,,mobile,false
VNM,90,Mobile - Mobifone,,mobile,false
VNM,91,Mobile - Vinaphone,,mobile,false
VNM,92,Mobile - Vietnamobile,,mobile,false
VNM,93,Mobile - Mobifone,,mobile,false
VNM,94,Mobile - Vinaphone,,mobile,false
VNM,96,Mobile - Viettel,,mobile,false
VNM,97,Mobile - Viettel,,mobile,false
VNM,98,Mobile - Viettel,,mobile,false
VNM,99,Mobile - Gmobile,,mobile,false
VNM,1800,Freephone,,toll-free,false
VNM,1900,Shared cost/Premium,,premium-rate,false
PHL,2,Manila/Metro Manila,NCR,geographic,true
PHL,32,Cebu,Central Visayas,geographic,true
PHL,33,Iloilo,Western Visayas,geographic,true
PHL,34,Bacolod,Western Visayas,geographic,true
PHL,35,Dumaguete,Central Visayas,geographic,true
PHL,36,Kalibo,Western Visayas,geographic,true
PHL,38,Tagbilaran/Bohol,Central Visayas,geographic,true
PHL,42,Dagupan/Pangasinan,Ilocos,geographic,true
PHL,43,Batangas/Laguna,Calabarzon,geographic,true
PHL,44,Pampanga/Bulacan,Central Luzon,geographic,true
PHL,45,Tarlac/Nueva Ecija,Central Luzon,geographic,true
PHL,46,Cavite,Calabarzon,geographic,true
PHL,47,Zambales/Olongapo,Central Luzon,geographic,true
PHL,48,Lucena/Quezon,Calabarzon,geographic,true
PHL,49,Batangas (overlay),Calabarzon,geographic,true
PHL,52,Naga/Camarines Sur,Bicol,geographic,true
PHL,53,Legazpi/Albay,Bicol,geographic,true
PHL,54,Virac/Catanduanes,Bicol,geographic,true
PHL,55,Sorsogon,Bicol,geographic,true
PHL,62,Zamboanga,Zamboanga Peninsula,geographic,true
PHL,63,Cagayan de Oro,Northern Mindanao,geographic,true
PHL,64,General Santos/South Cotabato,Soccsksargen,geographic,true
PHL,65,Butuan/Agusan del Norte,Caraga,geographic,true
PHL,72,Baguio/Benguet,CAR,geographic,true
PHL,74,Laoag/Ilocos Norte,Ilocos,geographic,true
PHL,75,Tuguegarao/Cagayan,Cagayan Valley,geographic,true
PHL,77,Santiago/Isabela,Cagayan Valley,geographic,true
PHL,78,Tuguegarao (overlay),Cagayan Valley,geographic,true
PHL,82,Davao,Davao,geographic,true
PHL,83,Kidapawan/North Cotabato,Soccsksargen,geographic,true
PHL,84,Davao del Sur/del Norte,Davao,geographic,true
PHL,85,Surigao,Caraga,geographic,true
PHL,86,Iligan,Northern Mindanao,geographic,true
PHL,87,Cotabato City,BARMM,geographic,true
PHL,88,Cagayan de Oro (overlay),Northern Mindanao,geographic,true
PHL,817,Mobile - Globe,,mobile,false
PHL,905,Mobile - Globe,,mobile,false
PHL,906,Mobile - Globe,,mobile,false
PHL,907,Mobile - Smart,,mobile,false
PHL,908,Mobile - Smart,,mobile,false
PHL,909,Mobile - Smart,,mobile,false
PHL,910,Mobile - Smart,,mobile,false
PHL,912,Mobile - Smart,,mobile,false
PHL,915,Mobile - Globe,,mobile,false
PHL,916,Mobile - Globe,,mobile,false
PHL,917,Mobile - Globe,,mobile,false
PHL,918,Mobile - Smart,,mobile,false
PHL,919,Mobile - Smart,,mobile,false
PHL,920,Mobile - Smart,,mobile,false
PHL,921,Mobile - Smart,,mobile,false
PHL,922,Mobile - Smart,,mobile,false
PHL,923,Mobile - Smart,,mobile,false
PHL,926,Mobile - Globe,,mobile,false
PHL,927,Mobile - Globe,,mobile,false
PHL,928,Mobile - Smart,,mobile,false
PHL,929,Mobile - Smart,,mobile,false
PHL,930,Mobile - Smart,,mobile,false
PHL,935,Mobile - Globe,,mobile,false
PHL,936,Mobile - Globe,,mobile,false
PHL,937,Mobile - Globe,,mobile,false
PHL,938,Mobile - Smart,,mobile,false
PHL,939,Mobile - Smart,,mobile,false
PHL,940,Mobile - Smart,,mobile,false
PHL,941,Mobile - Smart,,mobile,false
PHL,942,Mobile - Smart,,mobile,false
PHL,943,Mobile - Smart,,mobile,false
PHL,945,Mobile - Globe,,mobile,false
PHL,946,Mobile - Smart,,mobile,false
PHL,947,Mobile - Smart,,mobile,false
PHL,948,Mobile - Smart,,mobile,false
PHL,949,Mobile - Smart,,mobile,false
PHL,950,Mobile - Smart,,mobile,false
PHL,951,Mobile - Smart,,mobile,false
PHL,953,Mobile - Globe,,mobile,false
PHL,955,Mobile - Globe,,mobile,false
PHL,956,Mobile - Globe,,mobile,false
PHL,961,Mobile - Smart,,mobile,false
PHL,963,Mobile - Smart,,mobile,false
PHL,965,Mobile - Globe,,mobile,false
PHL,966,Mobile - Globe,,mobile,false
PHL,967,Mobile - Globe,,mobile,false
PHL,975,Mobile - Globe,,mobile,false
PHL,976,Mobile - Globe,,mobile,false
PHL,977,Mobile - Globe,,mobile,false
PHL,978,Mobile - Globe,,mobile,false
PHL,979,Mobile - Smart,,mobile,false
PHL,991,Mobile - Smart,,mobile,false
PHL,992,Mobile - Smart,,mobile,false
PHL,994,Mobile - Smart,,mobile,false
PHL,995,Mobile - Globe,,mobile,false
PHL,996,Mobile - Globe,,mobile,false
PHL,997,Mobile - Globe,,mobile,false
PHL,999,Mobile - Smart,,mobile,false
PHL,1800,Freephone,,toll-free,false
IDN,21,Jakarta,DKI Jakarta,geographic,true
IDN,22,Bandung,West Java,geographic,true
IDN,24,Semarang,Central Java,geographic,true
IDN,31,Surabaya,East Java,geographic,true
IDN,61,Medan,North Sumatra,geographic,true
IDN,341,Malang,East Java,geographic,true
IDN,343,Pasuruan,East Java,geographic,true
IDN,351,Madiun,East Java,geographic,true
IDN,352,Bojonegoro,East Java,geographic,true
IDN,354,Kediri,East Java,geographic,true
IDN,356,Situbondo,East Java,geographic,true
IDN,361,Denpasar/Bali,Bali,geographic,true
IDN,370,Mataram/Lombok,West Nusa Tenggara,geographic,true
IDN,380,Kupang,East Nusa Tenggara,geographic,true
IDN,411,Makassar,South Sulawesi,geographic,true
IDN,431,Manado,North Sulawesi,geographic,true
IDN,451,Palu,Central Sulawesi,geographic,true
IDN,461,Kendari,Southeast Sulawesi,geographic,true
IDN,471,Gorontalo,Gorontalo,geographic,true
IDN,511,Banjarmasin,South Kalimantan,geographic,true
IDN,531,Samarinda,East Kalimantan,geographic,true
IDN,536,Palangkaraya,Central Kalimantan,geographic,true
IDN,541,Balikpapan,East Kalimantan,geographic,true
IDN,551,Pontianak,West Kalimantan,geographic,true
IDN,561,Pontianak (overlay),West Kalimantan,geographic,true
IDN,711,Palembang,South Sumatra,geographic,true
IDN,721,Bandar Lampung,Lampung,geographic,true
IDN,741,Jambi,Jambi,geographic,true
IDN,751,Padang,West Sumatra,geographic,true
IDN,761,Pekanbaru,Riau,geographic,true
IDN,771,Tanjung Pinang,Riau Islands,geographic,true
IDN,778,Batam,Riau Islands,geographic,true
IDN,901,Jayapura,Papua,geographic,true
IDN,951,Pangkal Pinang,Bangka Belitung,geographic,true
IDN,967,Jayapura (overlay),Papua,geographic,true
IDN,811,Mobile - Telkomsel,,mobile,false
IDN,812,Mobile - Telkomsel,,mobile,false
IDN,813,Mobile - Telkomsel,,mobile,false
IDN,814,Mobile - Indosat,,mobile,false
IDN,815,Mobile - Indosat,,mobile,false
IDN,816,Mobile - Indosat,,mobile,false
IDN,817,Mobile - XL,,mobile,false
IDN,818,Mobile - XL,,mobile,false
IDN,819,Mobile - XL,,mobile,false
IDN,821,Mobile - Telkomsel,,mobile,false
IDN,822,Mobile - Telkomsel,,mobile,false
IDN,823,Mobile - Telkomsel,,mobile,false
IDN,831,Mobile - XL,,mobile,false
IDN,832,Mobile - XL,,mobile,false
IDN,833,Mobile - XL,,mobile,false
IDN,838,Mobile - XL,,mobile,false
IDN,851,Mobile - Telkomsel,,mobile,false
IDN,852,Mobile - Telkomsel,,mobile,false
IDN,853,Mobile - Telkomsel,,mobile,false
IDN,855,Mobile - Indosat,,mobile,false
IDN,856,Mobile - Indosat,,mobile,false
IDN,857,Mobile - Indosat,,mobile,false
IDN,858,Mobile - Indosat,,mobile,false
IDN,859,Mobile - Indosat,,mobile,false
IDN,877,Mobile - XL,,mobile,false
IDN,878,Mobile - XL,,mobile,false
IDN,879,Mobile - XL,,mobile,false
IDN,881,Mobile - Smartfren,,mobile,false
IDN,882,Mobile - Smartfren,,mobile,false
IDN,883,Mobile - Smartfren,,mobile,false
IDN,884,Mobile - Smartfren,,mobile,false
IDN,885,Mobile - Smartfren,,mobile,false
IDN,895,Mobile - 3 (Tri),,mobile,false
IDN,896,Mobile - 3 (Tri),,mobile,false
IDN,897,Mobile - 3 (Tri),,mobile,false
IDN,898,Mobile - 3 (Tri),,mobile,false
IDN,899,Mobile - 3 (Tri),,mobile,false
IDN,800,Freephone,,toll-free,false
MYS,3,Kuala Lumpur/Selangor,KL/Selangor,geographic,true
MYS,4,Penang/Kedah/Perlis,Northern,geographic,true
MYS,5,Perak/Pahang (Cameron),Perak,geographic,true
MYS,6,Melaka/Negeri Sembilan,Southern,geographic,true
MYS,7,Johor,Johor,geographic,true
MYS,9,Pahang/Kelantan/Terengganu,East Coast,geographic,true
MYS,82,Kuching,Sarawak,geographic,true
MYS,83,Sri Aman,Sarawak,geographic,true
MYS,84,Sibu,Sarawak,geographic,true
MYS,85,Limbang/Lawas,Sarawak,geographic,true
MYS,86,Kapit/Song,Sarawak,geographic,true
MYS,87,Kota Kinabalu/Sabah West,Sabah,geographic,true
MYS,88,Kota Kinabalu,Sabah,geographic,true
MYS,89,Sandakan/Tawau,Sabah,geographic,true
MYS,10,Mobile - Digi,,mobile,false
MYS,11,Mobile - Various,,mobile,false
MYS,12,Mobile - Maxis,,mobile,false
MYS,13,Mobile - Celcom,,mobile,false
MYS,14,Mobile - Digi,,mobile,false
MYS,16,Mobile - Digi,,mobile,false
MYS,17,Mobile - Maxis,,mobile,false
MYS,18,Mobile - UMobile,,mobile,false
MYS,19,Mobile - Celcom,,mobile,false
MYS,800,Freephone,,toll-free,false
MYS,300,Shared cost,,shared-cost,false
MYS,600,Premium rate,,premium-rate,false
MYS,900,Premium rate,,premium-rate,false
SGP,6,Landline,,geographic,true
SGP,3,VoIP,,voip,false
SGP,8,Mobile,,mobile,false
SGP,9,Mobile,,mobile,false
SGP,800,Freephone,,toll-free,false
SGP,1900,Premium rate,,premium-rate,false
AUS,2,New South Wales/ACT,NSW/ACT,geographic,true
AUS,3,Victoria/Tasmania,VIC/TAS,geographic,true
AUS,7,Queensland,Queensland,geographic,true
AUS,8,SA/WA/NT,SA/WA/NT,geographic,true
AUS,4,Mobile,,mobile,false
AUS,1300,Local rate,,shared-cost,false
AUS,1800,Freephone,,toll-free,false
AUS,13,Local rate (short),,shared-cost,false
AUS,1900,Premium rate,,premium-rate,false
CXR,89164,Christmas Island,Christmas Island,geographic,true
CCK,89162,Cocos (Keeling) Islands,Cocos (Keeling) Islands,geographic,true
NZL,3,South Island/Christchurch,South Island,geographic,true
NZL,4,Wellington,Wellington,geographic,true
NZL,6,North Island (excl. Auckland/Wellington),North Island,geographic,true
NZL,7,Waikato/Bay of Plenty,Waikato,geographic,true
NZL,9,Auckland/Northland,Auckland,geographic,true
NZL,20,Mobile,,mobile,false
NZL,21,Mobile - Vodafone,,mobile,false
NZL,22,Mobile - 2degrees,,mobile,false
NZL,27,Mobile - Spark,,mobile,false
NZL,28,Mobile - 2degrees,,mobile,false
NZL,29,Mobile,,mobile,false
NZL,508,Shared cost,,shared-cost,false
NZL,800,Freephone,,toll-free,false
NZL,900,Premium rate,,premium-rate,false
TWN,2,Taipei/New Taipei,Taipei,geographic,true
TWN,3,Taoyuan/Hsinchu/Miaoli,Northern,geographic,true
TWN,4,Taichung/Changhua/Nantou,Central,geographic,true
TWN,5,Chiayi/Yunlin,Central-South,geographic,true
TWN,6,Tainan,Southern,geographic,true
TWN,7,Kaohsiung,Southern,geographic,true
TWN,8,Hualien/Taitung/Pingtung,Eastern,geographic,true
TWN,37,Miaoli,Northern,geographic,true
TWN,49,Nantou,Central,geographic,true
TWN,89,Taitung,Eastern,geographic,true
TWN,9,Mobile - Various,,mobile,false
TWN,90,Mobile - Various,,mobile,false
TWN,91,Mobile - Chunghwa,,mobile,false
TWN,92,Mobile - Various,,mobile,false
TWN,93,Mobile - Chunghwa,,mobile,false
TWN,95,Mobile - Taiwan Mobile,,mobile,false
TWN,96,Mobile - Far EasTone,,mobile,false
TWN,97,Mobile - Taiwan Star,,mobile,false
TWN,98,Mobile - Various,,mobile,false
TWN,99,Mobile - Various,,mobile,false
TWN,800,Freephone,,toll-free,false
TWN,900,Premium rate,,premium-rate,false
HKG,2,Landline,,geographic,true
HKG,3,Landline/VoIP,,geographic,true
HKG,5,Mobile,,mobile,false
HKG,6,Mobile,,mobile,false
HKG,7,Mobile (overlay),,mobile,false
HKG,9,Mobile,,mobile,false
HKG,800,Freephone,,toll-free,false
MAC,28,Landline,,geographic,true
MAC,6,Mobile,,mobile,false
MAC,800,Freephone,,toll-free,false
MNG,11,Ulaanbaatar,Ulaanbaatar,geographic,true
MNG,21,Darkhan,Darkhan-Uul,geographic,true
MNG,70,Erdenet,Orkhon,geographic,true
MNG,8,Mobile - Various,,mobile,false
MNG,9,Mobile - Various,,mobile,false
MNG,88,Mobile - Mobicom,,mobile,false
MNG,91,Mobile - Mobicom,,mobile,false
MNG,94,Mobile - Unitel,,mobile,false
MNG,95,Mobile - Unitel,,mobile,false
MNG,96,Mobile - Skytel,,mobile,false
MNG,99,Mobile - Mobicom,,mobile,false
MNG,800,Freephone,,toll-free,false
KHM,23,Phnom Penh,Phnom Penh,geographic,true
KHM,24,Kandal,Kandal,geographic,true
KHM,25,Kampong Speu,Kampong Speu,geographic,true
KHM,26,Kampong Chhnang,Kampong Chhnang,geographic,true
KHM,32,Preah Sihanouk/Sihanoukville,Preah Sihanouk,geographic,true
KHM,33,Kampot,Kampot,geographic,true
KHM,34,Kep,Kep,geographic,true
KHM,36,Takeo,Takeo,geographic,true
KHM,42,Kampong Cham,Kampong Cham,geographic,true
KHM,43,Prey Veng,Prey Veng,geographic,true
KHM,44,Svay Rieng,Svay Rieng,geographic,true
KHM,52,Pursat,Pursat,geographic,true
KHM,53,Battambang,Battambang,geographic,true
KHM,54,Banteay Meanchey,Banteay Meanchey,geographic,true
KHM,55,Pailin,Pailin,geographic,true
KHM,62,Kampong Thom,Kampong Thom,geographic,true
KHM,63,Siem Reap,Siem Reap,geographic,true
KHM,64,Preah Vihear,Preah Vihear,geographic,true
KHM,72,Kratie,Kratie,geographic,true
KHM,73,Stung Treng,Stung Treng,geographic,true
KHM,74,Ratanakiri,Ratanakiri,geographic,true
KHM,75,Mondulkiri,Mondulkiri,geographic,true
KHM,10,Mobile - Smart,,mobile,false
KHM,11,Mobile - Smart,,mobile,false
KHM,12,Mobile - Cellcard,,mobile,false
KHM,15,Mobile - Cellcard,,mobile,false
KHM,16,Mobile - Smart,,mobile,false
KHM,17,Mobile - Cellcard,,mobile,false
KHM,31,Mobile - Beeline,,mobile,false
KHM,60,Mobile - Smart (overlay),,mobile,false
KHM,69,Mobile - Smart,,mobile,false
KHM,70,Mobile - Smart,,mobile,false
KHM,71,Mobile - Metfone,,mobile,false
KHM,76,Mobile - Seatel,,mobile,false
KHM,77,Mobile - Metfone,,mobile,false
KHM,78,Mobile - Metfone,,mobile,false
KHM,85,Mobile - Cellcard,,mobile,false
KHM,86,Mobile - Smart,,mobile,false
KHM,87,Mobile - Metfone,,mobile,false
KHM,88,Mobile - Metfone,,mobile,false
KHM,89,Mobile - Metfone,,mobile,false
KHM,92,Mobile - Cellcard,,mobile,false
KHM,93,Mobile - Smart,,mobile,false
KHM,95,Mobile - Cellcard,,mobile,false
KHM,96,Mobile - Smart,,mobile,false
KHM,97,Mobile - Metfone,,mobile,false
KHM,98,Mobile - Metfone,,mobile,false
KHM,99,Mobile - Various,,mobile,false
KHM,800,Freephone,,toll-free,false
LAO,21,Vientiane,Vientiane,geographic,true
LAO,23,Xiangkhouang,Xiangkhouang,geographic,true
LAO,25,Savannakhet,Savannakhet,geographic,true
LAO,30,Luang Prabang (overlay),Luang Prabang,geographic,true
LAO,31,Champasak/Pakse,Champasak,geographic,true
LAO,34,Bokeo,Bokeo,geographic,true
LAO,36,Oudomxay,Oudomxay,geographic,true
LAO,41,Luang Prabang,Luang Prabang,geographic,true
LAO,54,Phongsali,Phongsali,geographic,true
LAO,71,Luang Prabang (overlay),Luang Prabang,geographic,true
LAO,20,Mobile - Various,,mobile,false
LAO,50,Mobile - ETL,,mobile,false
LAO,55,Mobile - ETL,,mobile,false
LAO,77,Mobile - Lao Telecom,,mobile,false
LAO,78,Mobile - Unitel,,mobile,false
LAO,79,Mobile - Tplus,,mobile,false
LAO,800,Freephone,,toll-free,false
BRN,2,Landline - Bandar Seri Begawan,,geographic,true
BRN,3,Landline - Belait/Tutong,,geographic,true
BRN,4,Landline - Temburong,,geographic,true
BRN,7,Mobile - DST,,mobile,false
BRN,8,Mobile - Progresif,,mobile,false
BRN,800,Freephone,,toll-free,false
FJI,3,Suva/Southeast Viti Levu,,geographic,true
FJI,6,Nadi/Lautoka/West Viti Levu,,geographic,true
FJI,7,Mobile - Digicel,,mobile,false
FJI,8,Vanua Levu,,geographic,true
FJI,9,Mobile - Vodafone,,mobile,false
FJI,800,Freephone,,toll-free,false
PNG,3,Port Moresby landline,,geographic,true
PNG,4,Highlands/Islands landline,,geographic,true
PNG,5,Momase/Islands landline,,geographic,true
PNG,7,Mobile - Digicel/Bmobile,,mobile,false
PNG,800,Freephone,,toll-free,false
WSM,2,Samoa landline,,geographic,true
WSM,7,Samoa mobile,,mobile,false
TON,2,Tonga landline,,geographic,true
TON,7,Tonga mobile,,mobile,false
VUT,2,Vanuatu landline,,geographic,true
VUT,5,Vanuatu mobile,,mobile,false
VUT,7,Vanuatu mobile,,mobile,false
SLB,2,Solomon Islands landline,,geographic,true
SLB,7,Solomon Islands mobile,,mobile,false
KIR,2,Kiribati landline,,geographic,true
KIR,7,Kiribati mobile,,mobile,false
MHL,2,Marshall Islands landline,,geographic,true
FSM,3,Micronesia landline,,geographic,true
PLW,4,Palau landline,,geographic,true
PLW,7,Palau mobile,,mobile,false
NRU,4,Nauru landline,,geographic,true
TUV,2,Tuvalu landline,,geographic,true
COK,2,Cook Islands landline,,geographic,true
NIU,4,Niue landline,,geographic,true
TKL,2,Tokelau landline,,geographic,true
MDV,3,Male landline,,geographic,true
MDV,6,Atolls landline,,geographic,true
MDV,7,Mobile - Dhiraagu,,mobile,false
MDV,9,Mobile - Ooredoo,,mobile,false
MDV,800,Freephone,,toll-free,false
BTN,2,Thimphu,,geographic,true
BTN,3,Paro/Haa,,geographic,true
BTN,4,Punakha/Wangdue,,geographic,true
BTN,5,Bumthang/Trongsa,,geographic,true
BTN,6,Trashigang,,geographic,true
BTN,7,Mobile - B-Mobile,,mobile,false
BTN,8,Mobile - TashiCell,,mobile,false
BTN,17,Mobile - B-Mobile,,mobile,false
BTN,77,Mobile - B-Mobile,,mobile,false
TLS,3,Dili landline,,geographic,true
TLS,77,Mobile - Timor Telecom,,mobile,false
TLS,78,Mobile - Telemor,,mobile,false
RUS,495,Moscow,Moscow,geographic,true
RUS,499,Moscow (overlay),Moscow,geographic,true
RUS,498,Moscow Oblast,Moscow Oblast,geographic,true
RUS,496,Moscow Oblast (overlay),Moscow Oblast,geographic,true
RUS,812,Saint Petersburg,Saint Petersburg,geographic,true
RUS,813,Leningrad Oblast,Leningrad Oblast,geographic,true
RUS,343,Yekaterinburg,Sverdlovsk Oblast,geographic,true
RUS,383,Novosibirsk,Novosibirsk Oblast,geographic,true
RUS,351,Chelyabinsk,Chelyabinsk Oblast,geographic,true
RUS,846,Samara,Samara Oblast,geographic,true
RUS,831,Nizhny Novgorod,Nizhny Novgorod Oblast,geographic,true
RUS,843,Kazan,Republic of Tatarstan,geographic,true
RUS,863,Rostov-on-Don,Rostov Oblast,geographic,true
RUS,347,Ufa,Republic of Bashkortostan,geographic,true
RUS,342,Perm,Perm Krai,geographic,true
RUS,473,Voronezh,Voronezh Oblast,geographic,true
RUS,472,Voronezh Oblast,Voronezh Oblast,geographic,true
RUS,391,Krasnoyarsk,Krasnoyarsk Krai,geographic,true
RUS,381,Omsk,Omsk Oblast,geographic,true
RUS,345,Tyumen,Tyumen Oblast,geographic,true
RUS,3452,Tyumen (overlay),Tyumen Oblast,geographic,true
RUS,861,Krasnodar,Krasnodar Krai,geographic,true
RUS,862,Sochi,Krasnodar Krai,geographic,true
RUS,844,Volgograd,Volgograd Oblast,geographic,true
RUS,8442,Volgograd (overlay),Volgograd Oblast,geographic,true
RUS,845,Saratov,Saratov Oblast,geographic,true
RUS,8452,Saratov (overlay),Saratov Oblast,geographic,true
RUS,841,Penza,Penza Oblast,geographic,true
RUS,8412,Penza (overlay),Penza Oblast,geographic,true
RUS,842,Ulyanovsk,Ulyanovsk Oblast,geographic,true
RUS,836,Yoshkar-Ola,Republic of Mari El,geographic,true
RUS,8362,Yoshkar-Ola (overlay),Republic of Mari El,geographic,true
RUS,352,Kurgan,Kurgan Oblast,geographic,true
RUS,341,Izhevsk,Udmurt Republic,geographic,true
RUS,3412,Izhevsk (overlay),Udmurt Republic,geographic,true
RUS,833,Cheboksary,Chuvash Republic,geographic,true
RUS,8332,Kirov,Kirov Oblast,geographic,true
RUS,8352,Cheboksary (overlay),Chuvash Republic,geographic,true
RUS,834,Saransk,Republic of Mordovia,geographic,true
RUS,8342,Saransk (overlay),Republic of Mordovia,geographic,true
RUS,471,Tula,Tula Oblast,geographic,true
RUS,4712,Kursk,Kursk Oblast,geographic,true
RUS,4722,Belgorod,Belgorod Oblast,geographic,true
RUS,474,Lipetsk,Lipetsk Oblast,geographic,true
RUS,4742,Lipetsk (overlay),Lipetsk Oblast,geographic,true
RUS,475,Tambov,Tambov Oblast,geographic,true
RUS,4752,Tambov (overlay),Tambov Oblast,geographic,true
RUS,481,Smolensk,Smolensk Oblast,geographic,true
RUS,4812,Smolensk (overlay),Smolensk Oblast,geographic,true
RUS,482,Tver,Tver Oblast,geographic,true
RUS,4822,Tver (overlay),Tver Oblast,geographic,true
RUS,483,Bryansk,Bryansk Oblast,geographic,true
RUS,4832,Bryansk (overlay),Bryansk Oblast,geographic,true
RUS,484,Kaluga,Kaluga Oblast,geographic,true
RUS,4842,Kaluga (overlay),Kaluga Oblast,geographic,true
RUS,485,Yaroslavl,Yaroslavl Oblast,geographic,true
RUS,4852,Yaroslavl (overlay),Yaroslavl Oblast,geographic,true
RUS,486,Ivanovo,Ivanovo Oblast,geographic,true
RUS,4862,Oryol,Oryol Oblast,geographic,true
RUS,487,Kostroma,Kostroma Oblast,geographic,true
RUS,4872,Tula (overlay),Tula Oblast,geographic,true
RUS,491,Ryazan,Ryazan Oblast,geographic,true
RUS,4912,Ryazan (overlay),Ryazan Oblast,geographic,true
RUS,492,Vladimir,Vladimir Oblast,geographic,true
RUS,4922,Vladimir (overlay),Vladimir Oblast,geographic,true
RUS,8112,Pskov,Pskov Oblast,geographic,true
RUS,8152,Murmansk,Murmansk Oblast,geographic,true
RUS,8162,Veliky Novgorod,Novgorod Oblast,geographic,true
RUS,8172,Vologda,Vologda Oblast,geographic,true
RUS,8182,Arkhangelsk,Arkhangelsk Oblast,geographic,true
RUS,8212,Syktyvkar,Komi Republic,geographic,true
RUS,814,Petrozavodsk,Republic of Karelia,geographic,true
RUS,8142,Petrozavodsk (overlay),Republic of Karelia,geographic,true
RUS,8652,Stavropol,Stavropol Krai,geographic,true
RUS,8672,Vladikavkaz,North Ossetia-Alania,geographic,true
RUS,8712,Grozny,Chechen Republic,geographic,true
RUS,8722,Makhachkala,Republic of Dagestan,geographic,true
RUS,8732,Nazran/Magas,Republic of Ingushetia,geographic,true
RUS,8662,Nalchik,Kabardino-Balkaria,geographic,true
RUS,8782,Cherkessk,Karachay-Cherkessia,geographic,true
RUS,384,Kemerovo,Kemerovo Oblast,geographic,true
RUS,3842,Kemerovo (overlay),Kemerovo Oblast,geographic,true
RUS,385,Barnaul,Altai Krai,geographic,true
RUS,3852,Barnaul (overlay),Altai Krai,geographic,true
RUS,382,Tomsk,Tomsk Oblast,geographic,true
RUS,3822,Tomsk (overlay),Tomsk Oblast,geographic,true
RUS,390,Abakan,Republic of Khakassia,geographic,true
RUS,394,Kyzyl,Republic of Tuva,geographic,true
RUS,3952,Irkutsk,Irkutsk Oblast,geographic,true
RUS,3012,Ulan-Ude,Republic of Buryatia,geographic,true
RUS,3022,Chita,Zabaykalsky Krai,geographic,true
RUS,4112,Yakutsk,Republic of Sakha,geographic,true
RUS,4212,Khabarovsk,Khabarovsk Krai,geographic,true
RUS,4232,Vladivostok,Primorsky Krai,geographic,true
RUS,4152,Petropavlovsk-Kamchatsky,Kamchatka Krai,geographic,true
RUS,4162,Blagoveshchensk,Amur Oblast,geographic,true
RUS,4242,Yuzhno-Sakhalinsk,Sakhalin Oblast,geographic,true
RUS,4132,Magadan,Magadan Oblast,geographic,true
RUS,4272,Birobidzhan,Jewish Autonomous Oblast,geographic,true
RUS,427,Birobidzhan (overlay),Jewish Autonomous Oblast,geographic,true
RUS,3462,Surgut,Khanty-Mansi AO,geographic,true
RUS,3467,Khanty-Mansiysk,Khanty-Mansi AO,geographic,true
RUS,3494,Salekhard,Yamalo-Nenets AO,geographic,true
RUS,3496,Noyabrsk,Yamalo-Nenets AO,geographic,true
RUS,8692,Sevastopol,Sevastopol,geographic,true
RUS,365,Simferopol (Crimea),Republic of Crimea,geographic,true
RUS,3652,Simferopol (overlay),Republic of Crimea,geographic,true
RUS,869,Sevastopol (overlay),Sevastopol,geographic,true
RUS,900,Mobile - Various,,mobile,false
RUS,901,Mobile - Various,,mobile,false
RUS,902,Mobile - Various,,mobile,false
RUS,903,Mobile - Various,,mobile,false
RUS,904,Mobile - Various,,mobile,false
RUS,905,Mobile - MegaFon/Beeline,,mobile,false
RUS,906,Mobile - Beeline,,mobile,false
RUS,908,Mobile - MTS,,mobile,false
RUS,909,Mobile - Various,,mobile,false
RUS,910,Mobile - MTS,,mobile,false
RUS,911,Mobile - MTS,,mobile,false
RUS,912,Mobile - MTS,,mobile,false
RUS,913,Mobile - MTS,,mobile,false
RUS,914,Mobile - MTS,,mobile,false
RUS,915,Mobile - MTS,,mobile,false
RUS,916,Mobile - MTS,,mobile,false
RUS,917,Mobile - MTS,,mobile,false
RUS,918,Mobile - MTS,,mobile,false
RUS,919,Mobile - MTS,,mobile,false
RUS,920,Mobile - MegaFon,,mobile,false
RUS,921,Mobile - MegaFon,,mobile,false
RUS,922,Mobile - MegaFon,,mobile,false
RUS,923,Mobile - MegaFon,,mobile,false
RUS,924,Mobile - MegaFon,,mobile,false
RUS,925,Mobile - MTS,,mobile,false
RUS,926,Mobile - MegaFon,,mobile,false
RUS,927,Mobile - MegaFon,,mobile,false
RUS,928,Mobile - MegaFon,,mobile,false
RUS,929,Mobile - MegaFon,,mobile,false
RUS,930,Mobile - MegaFon,,mobile,false
RUS,931,Mobile - MegaFon,,mobile,false
RUS,932,Mobile - MegaFon,,mobile,false
RUS,933,Mobile - MegaFon,,mobile,false
RUS,934,Mobile - MegaFon,,mobile,false
RUS,936,Mobile - MegaFon,,mobile,false
RUS,937,Mobile - MegaFon,,mobile,false
RUS,938,Mobile - MegaFon,,mobile,false
RUS,939,Mobile - MegaFon,,mobile,false
RUS,950,Mobile - Beeline,,mobile,false
RUS,951,Mobile - Beeline,,mobile,false
RUS,952,Mobile - Beeline,,mobile,false
